@relation trainingData

@attribute text string
@attribute sentiment_class {positive,negative}

@data
'USERNAME  USERNAME  USERNAME  видим све македонске заставе у кадру ',positive
'USERNAME  на самом деле да ',positive
'USERNAME  на 1 април маскирај се во локумче. Боцни си чечкалица од назад  #стараПедерскаLGBT',positive
'USERNAME   Само стпљиво. Биће.',positive
'USERNAME  невероватан је осећај од када се пробудим ујутру .... ',positive
'USERNAME  да, слава богу ',positive
'USERNAME  само за лижење ',positive
'USERNAME  нормално, то им неко рекао да је кул. Уосталом, то су заставе две државе, не два народа, ако ћемо да цепидлачимо ',positive
'USERNAME  раша тудеј во живо, хаде ',positive
'USERNAME  најверни  USERNAME ',positive
'Сач доге   URL',positive
'USERNAME  фала на поштовање друже. На слична фреквенција ставаме прст на чело изгледа ',positive
'USERNAME  пдржавају Газдиног пријатеља? ',positive
'Сви траже да запосле Бетмене и Супермене. Где ћемо ми просечни? ',positive
'Свиђа ми се видео URL Pobednik GW  [Srpski Gameplay] корисника USERNAME  са',positive
'БУГА-ГА.... URL',positive
'ЛГБТ пред влада ',positive
'USERNAME  Не пијем више ове недеље ',positive
'#Доаѓаме  #протестирам од Етиопија URL',positive
'USERNAME  ни П од протест не ме занима искрено ',positive
'USERNAME  Само треба наћи начин да то окренемо у правом смеру! ',positive
'USERNAME  ma svee mi je vrhunski, al su u centar pogodili s ovim: ЈАКА БЛАЖИЧ ЈАКА ЗВЈЕЗДА САМ ПРОТИВ СВИХ .. tu sam oplakao ',positive
'USERNAME  од прошле године ил увозне ',positive
'USERNAME  USERNAME  USERNAME  USERNAME  ја иам ',positive
'Бициклисти ослободили Београд!  URL',positive
'USERNAME   за ФК Вардар зборам ',positive
'И ово је успех!\n\nСвака част!  URL',positive
'USERNAME  лелеј #ојсиКољо па хаштаг на векот бре!  ',positive
'USERNAME  Не ја заслужија ???? ',positive
'USERNAME  значи да је карактер. ',positive
'Дошло је до малих проблема око слика, биће убачене све ускоро. ',positive
'Свиђа ми се видео URL Opet Live  корисника USERNAME ',positive
'USERNAME  неко ко је љубоморан на нашу љубав! ',negative
'Почело је почело... Мразам лупење ',negative
'Сетимо се мога лица када је брат моју књигу Благо цара Радована дао девојци на поклон ',negative
'USERNAME  USERNAME  после педериве овиесе на редза легализација....па педофилите и тн ',negative
'USERNAME  дај да се жалиме некаде. Не личи вака ',negative
'Пак кажа Муреј ',negative
'USERNAME  мора вака, и така вечер нема у лп ',negative
'USERNAME  Шаалим се, немој да их ставиш у замрзивач, има да липшу ',negative
'Па да, моје обитавање овде је бесмислено без Митровића ',negative
'USERNAME  камо да бев за манијачење ',negative
'USERNAME  Баш је требало да идем туда по неко помагало ',negative
'USERNAME  прва миленоо прва ',negative
'Мојата влада е поперверзна од мене а никој не ја кара. ',negative
'Тебра јел те неко туче па пијеш пиво на цевчицу аман ',negative
'USERNAME  када он?',negative
'Тарабе сувише мало заступљене на имањима ',negative
'Не враћа ми се са села у Београд ',negative
'Нико ме не силује,плаки ',negative
'Умер  URL',negative
'можда овај пут победе литванци ',negative
'Металци никад немале пари за касета металка  #ТаѓенТвит',negative
'испашта ми гледање серије \"СЕЛО ГОРИ\" због друштвеног живота ',negative
'USERNAME  Ео кренула да ти откључам али као нека виза нешто не знам ни шта је то, као плаћа се. А окле мени паре кад сам ја безкућник ',negative
'USERNAME  епа нишо ',negative
'USERNAME  по братски ',negative
'USERNAME  тврда ке излезе ',negative
'USERNAME  ај фил ју ',negative
'USERNAME  одам во Љубљана две недели после тоа, туу за малце ',negative
'USERNAME  USERNAME  А ја јој кажем да је то секси али ми не вјерује ',negative
'Јадан мали хипстерски уметник, неће добити националну пензију због своје медаље ',negative
'Пур литл хипстер, нико га није чекао на балкону ',negative
'Особа је сликала ранг листу Правног факултета у Бијељини јер је примљена друга и већ у коментарима другарице зове колегиницама ',negative
'USERNAME  ма мука ми је од рачуна и хроничне беспарице. Ја бре нисам ни рођен у овој држави а она оће да ме живог одере! Па што бре? ',negative
'Покормили уток ))7))); URL',negative
'USERNAME  море.... О да ',negative
'USERNAME  ја ево трећи пут кликћем уопште нема звука ',negative
'Жена гледала синоћ \"Аутопут беса\", и донела ми из биоскопа реч \"ампутирка\". ',negative
'где же Алекс? ',negative
'USERNAME  угости ',negative
'#Култура на кеј  URL',negative
'проводила Саби ',negative
'USERNAME  не си ги читал драмите од оскар вајлд ',negative
'шарли грустит ',negative
'овај није прошао поред озбиљног лакирања врата, да га види мајстор Данко како лакира руке би му пребио оним малим ваљком ',negative
'раскусила губу до крови ',negative
'USERNAME  најозбиљније  (или \"\", како ти више одговара)',negative
'Дневник: Гореше стан спроти Владата ... Сури пак ја утнал Зградата ',negative
'USERNAME  епа купи и мачкај се со кирија за стан ',negative
'Сад ћу да плачем  поред Шулета,Виноградара и осталих жутиx блокирали ме и ови комичари...смешни су...',negative
'Ми пиша девојка прва  \n.\n.\n.\n.\nУствари да ти била HR ',negative
'USERNAME  има сигурно ал сам неписмен на оној њиховој ћирилици што се користи за једначине па не могу да нађем ',negative
'полиина ',negative
'и баш та има највише свиђања ',negative
'USERNAME  примети?\nВистина е ',negative
'USERNAME  Ја мислев сакаш у двор да ти плескат. \n\nУ некоја друга прилика за Егзит. ',negative
'USERNAME  где Тевес?! Тренер уг ',negative
'USERNAME  USERNAME  USERNAME  граматичку ',negative
'USERNAME  Једино лоше је.. последњи пут кад сам се купао изгубио сам лову, испала из џепа.. ',negative
'USERNAME  нема egw и craiova  тргам порано на камп',negative
'USERNAME  измена ',negative
'USERNAME  USERNAME  USERNAME  Протоплазма  URL',negative
'и даље најпаметније твитове које видим на лајни имају ове мале животиње ',negative
'Какви будали испливаа на површина   -  Саше Политико и Јанко Бурек се бркаа низ градски парк URL via USERNAME ',negative
'Нашла сам статус на фб-у где сам пре зилион година написала \'\'УЧИМ БИОЛОГИЈУ  \'\' и не знам како себе да погледам у очи сада!',negative
'USERNAME  USERNAME  нема за тој модел ',negative
'Забранили су ми прилаз пумпи ',negative
'иначе, човек у лозници одбијао да се дружи са мном зато што сам из београда, а ја сирома сељак из болеча  и то не рођени',negative
'ја тачно знам како се осећате, ево на пример ја, нисам рођени болечанин, не знате ви какве патње проживљавам због тога овде по селу ',negative
'Са Андријом се дружим од 2004 -те, још не могу да запамтим име његове девоје ',negative
'USERNAME  обрисаћеш онда све ',negative
'У одбојкашком тиму у основној су ме уводили у игру само када је требало да се сервира ',negative
'USERNAME  Сејм сичуејшн хани! ',negative
'ТЕСХКА ПРИЦХА БРТ  URL',negative
'USERNAME  где Beats1? ',negative
'USERNAME  ама никогаш не станав суперхерој шпион ',negative
'Немање време...ни за Ферари  URL',negative
'Монитор Марка Квидича напунио ми је очи сузама ',negative
'Ајде бе на Sziget да одиме, не ми се оди сама. ',negative
'USERNAME  извалио сам раме на вратилу ',negative
'USERNAME  Санта-Барбара... ',negative
'USERNAME  ама и ја сакаам ',negative
'USERNAME  Хелпми!!! Ју ар мај сејвиор. ',negative
'USERNAME  епа пробај нема да ти биде ништо ',negative
'USERNAME  рачуни брате ',negative
'USERNAME  позна ',negative
'због књиге сам први пут плакала када је умро немечек из павлове улице.ридала и слинила +косу запалила свећом исто вече,биле рестрикције ',negative
'поставила  но на самом деле ',negative
'еве плачеме, живот нас раставио је .....  URL',negative
'Ја не могу ове људе који се сунчају ',negative
'-идем у шуму -немој вукови да те поједу  -неће,пуцаћу у њих -и јаој јадни вуковии     -?!?!?!',negative
'USERNAME  греота бе не ја навредувај ',negative
'архитектора замочил ',negative
'Иуу инета нет ',negative
'USERNAME  упала ',negative
'USERNAME  на селу сам и имам проблем са сушењем веша  мораћу да смислим неки трик',negative
'21 градус  URL',negative
'USERNAME  10ипол ако е некоја утеха... ',negative
'Дању се чују и виде људи ',negative
'USERNAME  еј, ме утепа ',negative
'USERNAME  дека имаш бубуљици ',negative
'USERNAME  ми се спија мори ',negative
'USERNAME  е ње ',negative
'Лепа вест, погрешним писмом објављена у новинама...  URL',negative
'USERNAME  USERNAME  Саша ?! Ау имењаче, нисам сумњао у тебе   .. Изгледао си увек тако стрејт !!',negative
'USERNAME  USERNAME  пер за фалење сум бетер од циган али отпосле грдо ми ее.... ',negative
'USERNAME  отишла би на одмор да се не јавиш ',negative
'   грустен    — грустен',negative
'USERNAME  4:0 крај, да је то ушло........ ',negative
'Отиде пола батерија \nCome baack',negative
'све док могу да урадим више склекова од браће нећу моћи осјећати полну равноправност ',negative
'Srbija sampion sveta…Srbija sampion Evrope…Srbija sampion Evrope… \n\nСпортски вести последно време. Кај сме ние? ',negative
'USERNAME  љубоморна сум, многу ',negative
'Чекајте малку другари... четврта реченица од долу  зашто вака бе URL',negative
'SRAMOTA \"USERNAME : мене нико није дочекивао кад сам  освојио  светско првенство у глетовању \"',negative
'мене нико није дочекивао кад сам  освојио  светско првенство у глетовању ',negative
'Мене кући нико не чека,\nтамо самоћа царује ',negative
'USERNAME  зависен сум од срциња па мора така ',negative
'Помислићу да сам лоша особа јер сам у школи крв добровољно давала само због два слободна дана, а не из хуманих разлога ',negative
'USERNAME  па ја бебе сум била пред 17 год. ама немам слика ',negative
'TLO изгуби ',negative
'упала ',negative
'USERNAME  готоо, се попедерчи овај  USERNAME ',negative
'USERNAME  Рушковска 5ка би ми ставила да го прочита ова ',negative
'Блин,температура.',negative
'Пуна лајна, а препун ми профил  #застава',negative
'USERNAME  Мислила сам да баш воде рачуна о деци, али изгледа су малог испустили кад је у питању музика. Малопре пуштао Бунду од нерца ',negative
'Упала ',negative
'USERNAME  па ме заборај бе па ',negative
'температура 37.7 ',negative
'USERNAME  не ложи се, мене ни данас на овај дан нису хтели да испоштују за косово ',negative
'USERNAME  бу бу ',negative
'USERNAME  бегајјј ',negative
'USERNAME  31 градус ',negative
'USERNAME  ее и јас ',negative
'USERNAME  нема, а и нема од каде да се купи ',negative
'Само јас не добив Цевитана, а од Прилеп сум ',negative
'немам више места у био да додам ставку \"ОСВЕДОЧЕНИ ЉУБИМАЦ СУТОМОРА\" ',negative
'USERNAME  шес месеци - годину. *ражен* ',negative
'USERNAME  има не и нас обични смртници ',negative
'USERNAME  авињон е то што лета. Ооо!! ',negative
'USERNAME  ИАМ ПРОБАНО, НЕ!!!!11 ',negative
'USERNAME  USERNAME  ко сценариј неког лошог филма за одрасле ',negative
'USERNAME  А ја се таман понадао. ',negative
'Осипова срет как слон ',negative
'USERNAME  USERNAME  јбт, па ти мораш да се вратиш на прву специјалу ',negative
'Агар пластигимни топширмасам, менга диплом беришмаскан ',negative
'Мене никој не ме гриза за уши...\n\n#ЈерЖелезо +++',negative
'USERNAME  USERNAME  и после се љутите на нас кад вас питамо јесте се данас дирале по сисама... а ми само бринемо о вашем здрављу ',negative
'USERNAME  коју паштету ',negative
'немојте да вас чуди што све више мушкараца одева као девојчице, па умро је др. Саво Перовић, нема ко више да их преправља ',negative
'USERNAME  немам појма која е  нека остане така.',negative
'јако је битно уписати дете на енглески језик у трећој недељи након зачећа, постоји шанса да неће научити ако се упише касније ',negative
'USERNAME  тако и ја размишљам, али не смеју то наши политичари себи да ураде   USERNAME ',negative
'USERNAME  стварно си кликћао ',negative
'USERNAME  ја сам тако једном дао 32 евра за ваљак ',negative
'USERNAME  пуштили би ми њих, али неће они нас ',negative
'ЈАДАН ДИНОСАУРУС НЕ МОЖ ДА ПОЧЕШЕ ЛЕЂА ',negative
'По сите правила, ја би требало да сум енглез.  URL',negative
'USERNAME   братка ',negative
'USERNAME  точно јер јас стар ',negative
'USERNAME  USERNAME  USERNAME  додај ме и мене ',negative
'Вади чича у трамвају шрафцигер и чачка зубе ',negative
'USERNAME  никој не ме дружи ',negative
'USERNAME  доро бе, доро, не ме карај одма ',negative
'USERNAME  бат бат вај ? ',negative
'Људи и даље не успевају да сузбију свој порив да када изађу у провод, позову некога на мобилни и у алкохолисаном стању певају песме ',negative
'USERNAME  не, од швепс и крофни ',negative
'USERNAME  Jа ти нудим помоћ. Часове српског. Бесплатно. А ти мени тако. Неваспитан си.  USERNAME ',negative
'Хеј Чујте! Изгледа, ја не знам српски  URL',negative
'USERNAME  ама ама снемав нет  (уше неам  ) јер селење ова она :/',negative
'Кола убили на глазах у клауса ',negative
'URL... —  рип зуис URL',negative
'На плажи неко свира гитару али јбт Северона се чује јаче из кафића ',negative
'Џуџето бара љубов! На улица е  URL',negative
'USERNAME  Чиме да те ми лајнери подигнемо, стисло те у последње време? ',negative
'USERNAME  Заборавио сам да тај дизниленд од слике постоји ',negative
'USERNAME  Хвала ти. Значи,далеко је...  USERNAME ',negative
'Се прејадов салата ',negative
'USERNAME  Пак ништо не разјасни ама нека ти е  USERNAME ',negative
'USERNAME  USERNAME  аман ',negative
'Починал дечкото кој паднал на тур де галичица. Почивај во мир ',negative
'USERNAME  USERNAME  USERNAME  сад мораш и њему ',negative
'Свиђа ми се видео URL Minecraft Survival Games #79: Zbogom  корисника USERNAME ',negative
'USERNAME  епа ме боли стомакот после  USERNAME ',negative
'USERNAME  испити преку глава ',negative
'никад незнаш тко че ти забит нож у леџа  URL',negative
'USERNAME  USERNAME  \"уКлоп\" ',negative
'Запоставио сам малоумље. ',negative
'USERNAME  Приштина подвела  URL',negative
'УШЛАМИ ДЕВОЈКА У КОЛА СМОКРИМ ПАТИКАМА А НЕМАМ ПАТОСНИЦЕ ',negative
'USERNAME  неписмен сам латиницом ',negative
'не могу да верујем да оволко кише пада а нико да проспе \"кисламиеглаваљуди\" фору ',negative
'USERNAME  Може и два.\nА, не, ипак не.  За то нема техничких могућности.',negative
'USERNAME  упс хејт ',negative
'USERNAME  ама јас стварно имам слика од летен одмор таму  URL',negative
'USERNAME    URL Робин Вилијамс ',negative
'USERNAME  хера се ',negative
'није фазон да се смарам као синоћ  ',negative
'Струна лопнула  аа, уаа (плачу, ору)',negative
'USERNAME  Џеки бој бе... ',negative
'Дајте бурек хочу лом ',negative
'Silovala me bez razloga   Љубица Шарић URL',negative
'USERNAME  ништо, завршија со патриотска песна ',negative
'Шта, Тома ипак није одликовао Амадеус бенд????? Сад сам разочарана ',negative
'USERNAME  јас да  USERNAME ',negative
'USERNAME  Где после да обајвљујемо читуље ',negative
'Прво ми забране улаз у словачки дом, сад у хрватски. Нико не воли младог четника.\n',negative
'Потрма ',negative
'USERNAME  Ђе је сад она његова рођака ',negative
'2 годика  URL',negative
'Опет не знам шта се дешава. Мораћу да почнем да пратим те ваше медије да имам о чему да цокћем ',negative
'Како то обично бива, Љубица ме преварила са Драшком, другом ком сам давао сав грашак. ',negative
'USERNAME  тешка судбина ',negative
'Атписку ',negative
'USERNAME  каса -> пари -> економија... duuh ',negative
'не даде селаковићу јабуку ',negative
'USERNAME  славно загина, за Луизијана!! ',negative
'више ми није смешно ',negative
'USERNAME  не дају нам насера ',negative
'Марко неће да ми се исповеда ',negative
'сирот ми је и овај кер тугомир, баш је сирот мученик ',negative
'USERNAME  позор ',negative
'USERNAME  USERNAME  физика и матем ',negative
'USERNAME    Бог да го прости.',negative
'USERNAME  пни его! ',negative
'Ја сам ужаснута ',negative
'USERNAME  Мада Англиканац, од виговског култа страдао и честити Чарлс I ',negative
'Када девојка окачи слику и напише \"ружна сам \" помолим се да јој што више мушких профила лајкује у нади да ће тиме њен живот добити смисао',negative
'хелп  URL',negative
'Клајн од Саутемптон во Ливерпул. ',negative
'Говнофизика ',negative
'Наравно да си дошао овде да лечиш фрустрације. ',negative
'USERNAME  USERNAME  Немам представу, ја имам издање Библијског друштва из 2011 ',negative
'Позор ',negative
'USERNAME  влажно, Тарас, влажно ',negative
'температура 39,4 ',negative
'времена задротов bbs и fido ушли ',negative
'USERNAME   треба да појачам темпо значи',negative
'aa <3 gjveem qezz,,,,,,,,,,uteem qezz ay мамонтёнок ^_^   URL',negative
'USERNAME  официјално? ',negative
'USERNAME  ја на хамбургери ',negative
'Чиле-Уругвај вечерва, а јас нема каде да гледам.  #CopaAmericaChile2015',negative
'USERNAME  пријателе, ова не е политика, ова е судбина ',negative
'USERNAME  Жао ми је због губитка,Мими је била права,добра особа ',negative
'USERNAME  знам за Мимин ник,пратили смо се  \nњене ћерке USERNAME ',negative
'USERNAME  истото сеа ми се деси у хавана... као уаај ',negative
'времена задротов bbs и fido ушли ',negative
'USERNAME  И ниси послао кулен у сред зиме, као што си обећао. Пива ће бити увек, кулена неће. ',negative
'Учим ово, а лакше би ми ушло да простите у гузицу него у главу ',negative
'USERNAME  USERNAME  То је ПЛАН, каква случајност  Ја подржавам Мађаре.',negative
'Глад!?\n\nППНС/Сликом/Главолом\n’КАД ЈАГЊЕ УТИХНЕ’ У ЕКО-ПАРКУ \n\n•Нестало јагње, али и јато од 12 ћурака, три... URL',negative
'Глад!?\n\nППНС/Сликом/Главолом\n’КАД ЈАГЊЕ УТИХНЕ’ У ЕКО-ПАРКУ \n\n• Нестало јагње, али и јато од 12 ћурака, три... URL',negative
'USERNAME  ми фали у колекција ',negative
'USERNAME  многу несуперхеројско дело  USERNAME ',negative
'USERNAME  Да макар могу напоље него ни то,',negative
'USERNAME  Не види се Табља ',negative
'Ни ставија скелиња околу фирма и сеа неам мокри прозорци за сликање ',negative
'USERNAME  грасијас ',negative
'USERNAME  аајдее  каде? Пријави и оди на бувљак.',negative
'Тужан дан за српску кошарку, Бирча прецртан са списка! ',negative
'Мене нико није демантовао..  Није нам лепо, ал криза није настала јуче... USERNAME  USERNAME  USERNAME  USERNAME ',negative
'USERNAME  турцима ',negative
'USERNAME   ја купио сналепницом',negative
'USERNAME  Их бре стока ',negative
'USERNAME  Јас никад ништо ',negative
'Ја сам позерка.  URL',negative
'Хип ту да хап ',negative
'Људи на овом твитеру су тако недружељубиви. ',negative
'Ову Курирову издајничку кампању читам са благо тужним изразом лица јер сам се надала већој окрутности српских владара ',negative
'ЕХ, МОЈА СРБИЈО  URL',negative
'Мене скуфно ',negative
'позор ',negative
'времена задротов bbs и fido ушли ',negative
'Још увек спавам са плишаним медом ',negative
'USERNAME  USERNAME  фуу истфак ',negative
'На самом деле ',negative
'USERNAME  само јас настинав ',negative
'МЕТАФИЗИЧКА ГУГУТКА\nСЛЕЋЕ СВАКОГ ЈУТРА\nНА МОЈ ПРОЗОР\nХРАНИМ ЈЕ МРВАМА\n',negative
'USERNAME  само јас настинав ',negative
'Дај нека ме дружи некој ',negative
'USERNAME  Падињаку ',negative
'USERNAME  ја више не знам шта реч ',negative
'71 по алгебре ',negative
'USERNAME  Претпоставио сам ',negative
'проводила муна ',negative
'Хелп ',negative
'\"USERNAME : Нека вам је лака земља, а за све добро што сте учинили нека вам је вечна слава! URL\" I HVALA! ',negative
'Настроение USERNAME  Noi Chán Va Rất Chán.- URL',negative
'Сирота Боркица, мора на кафиња со Бети и #Горде да оди ',negative
'где Вика? ',negative
'На один ',negative
гипотетически.,negative
'Samo ne inekcijee...  — осећам се болесно',negative
'На один ',negative
'ваистену ',negative
гипотетически.,negative
гипотетически.,negative
'На один ',negative
'USERNAME  што је најјаче хтео сам нову јакну да мењам за ову сабијалицу из деведесетих ',negative
'USERNAME  овде сам најстрејт особа на рејву био ',negative
'USERNAME  USERNAME  ЛООЛ живео сам у близини ',negative
'ме заборајфте ама ',negative
'USERNAME  стар сум! ',negative
'USERNAME  ееј не така ',negative
'USERNAME  Тај немам. ',negative
'USERNAME  међу тих 95\% сам и ја ',negative
'USERNAME  Штета, јас сум ',negative
'USERNAME  USERNAME  да, тетратка ',negative
'USERNAME  извине верице али реално му се улизује па ја патим због тога ',negative
'Фу не виховане ',negative
'USERNAME \nМилице, докле ћеш да тераш ове геј теме?\n',negative
'USERNAME  камен брату давај пиштолот..USERNAME ',negative
'Nee opett  — осећам се болесно',negative
'USERNAME  USERNAME  URL читај до крај, немој да бидеш површен ',negative
'РТС :: Пао хеликоптер који је превозио бебу, нема преживелих URL > A tragedy in Serbia! ',negative
'USERNAME  гитара ',negative
'Ђука, брате, последњи поздрав  Оде један део наше младости. Тугаа',negative
'Температура ',negative
'USERNAME  Никој и ништо ',negative
'USERNAME  али али у америкама су игрице и вазда прељепа Ева ',negative
'ваистену ',negative
'температура ',negative
'ваистену ',negative
'ваистену ',negative
'данунахево ',negative
'Зашто те крстиле Пидер бе?\nПа на Пи деј сум роден ',negative
'USERNAME  највише зато што смо сиротиња па немамо пара да лансирамо две ',negative
'.\n\n       \n\"јебигица\"\n\n#novi_grb_srbije',negative
'Видим да сте прво о оставкама, па онда о саучешћу, не смете тако! Заиста трагедија. Жао ми и њих и њихових породица.  USERNAME ',negative
'USERNAME  USERNAME   јави му се !!',negative
'Црно да црње не може бити... ',negative
'вечерас на сплавове у весеље, а сутра ћемо да жалимо ',negative
'Ништа лепо да се деси ових дана,сваки дан је све гори и гори ',negative
'USERNAME  Велика трагедија ',negative
'USERNAME  Банаан ',negative
'Попијте прву кафу без паљења тв-а или компа. Иначе, добија најодвратнији и најгорчи укус....  #јутро',negative
'USERNAME  А да частите ову уништену а вриједну и часну војску једним хеликоптером, или бар ремонтом?  USERNAME ',negative
'USERNAME  Све има везе са политиком, нажалост ',negative
'USERNAME  иу  ну ладно',negative
'USERNAME  USERNAME  прими Господе душе погинулих у Царство Своје  ',negative
'USERNAME  Уважена, знам да добро видите, али ми није јасно због чега то прикривате?  USERNAME ',negative
'Ни ја нема USERNAME  ',negative
'ваистену ',negative
'ваистену ',negative
'USERNAME  USERNAME  знала сам да ће то некоме пасти на памет али нисам се од тебе томе надала ',negative
'Још један пораз српске дипломатије у односу према Косову. Косово је примњено у ФИБУ. \nСви успеси бриселског споразума долазе да изражаја ',negative
'Да, хроника... ',negative
'USERNAME  так нормално. Затоа*си*сама*љепотице* ',negative
'USERNAME  ја извади, се шлогирав  USERNAME ',negative
'USERNAME  во Недела има утакмица од 7 во Борис, немој вака нема да си заминат ',negative
'USERNAME  ћу се угушим од штуцањаа ',negative
'Темпаратура ',negative
'Брат, братан, братишка ',negative
'USERNAME  ти си мајка и на Стамена? ',negative
'USERNAME  ZLOI МИР ',negative
'USERNAME  Замисли, неко ради и недељом! Имам попис. ',negative
'РИП путине \nе фала курцу да ја једаред будем први ',negative
'БРЛА >\n\nURL URL',negative
'USERNAME  далеку од тука, далеку од гушка   USERNAME ',negative
'данунахево ',negative
'USERNAME  Ме ставија у ред ептен. ',negative
'USERNAME  мисим да није планирано,дакле и даље плави шлеп ил четврти јули ',negative
'USERNAME  да не фатила дечко, недај боже? ',negative
'USERNAME  јаоо сад видим шта сам напишао ',negative
'После Путина (на самом деле нет)  URL',negative
'USERNAME  имам уште до пензија ама транзицијава никако да заврши ',negative
'38.3 температура ',negative
'алгебра ',negative
'Видим ову курву у Паровима, што не зна да изговори слово Љ, одмах ме буде срамота, јер као мали нисам знао рећи слово Љ, па говорио Ј ',negative
'USERNAME  USERNAME  по-братски,чувак ',negative
'данунахево ',negative
'Кренуо сам да спавам, кад стиже порука \"Нема више Бобе \"',negative
'USERNAME  Не сакала провинцијалец за зет ',negative
'USERNAME  USERNAME  на прва свирка бендот на афтерпарти добив ручки од тупан и пластика Скопско ',negative
'Претходно гостовање у Суботици не памтим по добром....... Дауда је одиграо последњи меч у дресу Звезде ',negative
'USERNAME  USERNAME \nГлупи имају избор да буду насилни, и углавном га успешно користе.\n',negative
'USERNAME  труе од сељачизам, даде ',negative
'USERNAME  директно од теретана у диско? ',negative
'USERNAME  USERNAME  Ни од мене ',negative
'USERNAME  и после млада добије жвале ',negative
'Олдфаг\n   :-!   :-\\',negative
'USERNAME  само 3 сати сум спијана ',negative
'USERNAME  ти бар знаш о мом бићу од 112 цм не могу лагати нити шта скрити ',negative
'USERNAME  Еј не? ',negative
'USERNAME  да, да спремат испит до 6 сабајле ',negative
'USERNAME  оди спиј ',negative
'USERNAME  сериозно бе на 3ти јули?  крши нога!',negative
'USERNAME  ти сосе сирење, сосе све си ја смачкала. ',negative
'Трева имам ризли немам, аџанак баџанак ',negative
'- Та, лажево - муж импотент на 100\% ...',negative
'USERNAME  нај нај ',negative
'Криво ми је што не постоји закон по којем би особи која у аутобусу дигне ноге на суседно седиште исте биле одсечене на лицу места ',negative
'ал с друге стране миришу и комшијине свиње тако да се потире ',negative
'USERNAME  чиорд ',negative
'USERNAME  ЈА СА МОЈОМ ДИПЛОМОМ МОГУ ДА СЕ УБРИШЕМ! И СА ПРОСЕКОМ. Они ће ми бити колеге сутра.. ',negative
'USERNAME   арт ова а ?',negative
'Почело је почело... Мразам лупење ',negative
'Лоша вијест за Широки Бријег: Јозо Шпикић теже озљеђен  URL',negative
'Demiyu ZooSoc ',negative
'Тешка прометна несрећа у Тасовчићима, угашен још један млади живот  URL',negative
'USERNAME  powerenjer mana jaman- наруто ae ',negative
'USERNAME  није једина, али је непосредна и оставља мени да чињенице ставим у контекст  #josuvijeknemampojma',negative
'Ови Загорци На Корзу су slightly overdressed. Скухат ће се брижни па ћемо ми бити криви ',negative
'USERNAME  сама ae ',negative
'стоматитис ',negative
'поста  URL',negative
'USERNAME  поста URL',negative
'USERNAME  Поста ',negative
'USERNAME  код Милошевића ',negative
'USERNAME  нажалост само на аватару ',negative
'USERNAME  да мора имат везе с овим  слика сан крајолик био у пролазу,,,иша горњом цестом јер у центру увик нешто радите у сезони ',negative
'USERNAME  USERNAME  xmmpu..',negative
'пријеломна вијест ',negative
'ова комплетна афера је ту да се скрене пажња с еуропског хајдука ',negative
'Бензема је позитиван на допинг ',negative
'опет ми се привиђају свадбе на тањугу  URL',negative
'Нажалост, службени одговор Адриса USERNAME -u, на добронамјерну критику USERNAME , ме доиста разочарао  URL …',negative
'Позитиван  URL',negative
'USERNAME  Ево, и USERNAME  их осјећа ',negative
'Мушкарци у папучама које кламћу. ',negative
'Емир Халиловић за 1:1 \nИзједначио је #Spartak #Trnava',negative
'USERNAME  тое због снимка ',negative
'USERNAME  сама ae ',negative
'USERNAME  ка ељо удах мати ',negative
'ЗНА КО ДИ ЈЕ ВЛАТКа?',negative
'Бронца ',negative
'USERNAME  Pogiz us ',negative
'сољи  URL',negative
'USERNAME  сама јец ',negative
'USERNAME  ashley hajimaa ',negative
'USERNAME  верујем, страшно је то! Нема ту разлике између тога, парова и в. брата  USERNAME ',negative
'USERNAME  поста ',negative
'USERNAME  уљима.... ',negative
'gawa muna proj. ',negative
'Nalaglag laptop ko \nDejavu na ba? ',negative
'их 15 на ',negative
'dobre rano s cajem tyvole ',negative
'USERNAME  //dalem ae ',negative
'Судија није дошла на суђење за напад на Вучића...\nАу Светлана, оде каријера  #Overlord',negative
'USERNAME  шкода ',negative
'USERNAME  шкода ',negative
'ЕМ СУ PRITI —  URL',negative
'У цијелој причи је најгоре то кај је Здравко, да би си осигурао фер третман пред овом влашћу морао за одвјетника узети ЧЕДУ Продановића. ',negative
'USERNAME   За те закрпе се не ангажује надзор.А нови Закон о планирању и изгр. предвидја да ни за објекте до 400м2 не треба надзор ',negative
'\'Због незадовољавајућег заједничког живота мушкарцима повећан ризик од смрти три пута\' јао јадни, све их неко бије да трпе ',negative
'Oushiat, uz nejdu stanovat s magorama do lesa ',negative
'уљимаа  URL',negative
'USERNAME  али чизме.  на хаљине.  тијеком љета. ',negative
'USERNAME  Sijemeh i cntstame tya ',negative
'USERNAME  као и нажалост већина јавних личности  #srpskaInteligencija USERNAME ',negative
'USERNAME  Грешка у корацима, признајем  Извини.',negative
'Патње младог лијевог бочног  URL',negative
'USERNAME  Opoto kak riza ',negative
'Их их их/? URL',negative
'Срећко Хорват о грчкој економији. ',negative
'ana ivanovic lost ',negative
'Од свих њих троје ',negative
'\"koncar\" e to zvuci srpsko\n\nhrvatsko je :',negative
'USERNAME  само изгубљено маче и власника оwог слатког мопса ниси ',negative
'Нажалост. URL',negative
'USERNAME  Шкода але ',negative
