text,sentiment
USERNAME Making progress in At3 soon. Have to do something else first  I ll continue in about 15 minutes. And thanks. ,positive
USERNAME Hey! I am so glad that you are working on dev curric to address EF!  I lead USERNAME- can you be there  PLs follow and DM,positive
USERNAME Im going to get some hidden items and stuff so dont follow me ,positive
USERNAME USERNAME get well soon bro! ,positive
USERNAME USERNAME I love zayn malik I m his biggestfan but everytime he has a girlfriend he cheats ?h I did vote ,positive
USERNAME u r really having a bad day eh ! Get out that house f f s ,positive
USERNAME Happy birthday Nikki ,positive
USERNAME thank you!! ,positive
USERNAME Mao dong ,positive
USERNAME USERNAME good ,positive
USERNAME Hey Myra! Long time no see  How come you don t game anymore? I really miss your streams ,positive
Who are my US HOTS buddies? I m running through the tutorials to get Valla back >,positive
USERNAME plus I m a p relentless advocate for people wearing as much/as little/whatever kind of makeup makes them get through their day ,positive
USERNAME OK .. enjoy ,positive
USERNAME heheh thx Rambro  USERNAME USERNAME lovely wkend all,positive
me lol  morning  URL,positive
Kinda cool to see my full name come up like this  URL,positive
USERNAME Thanks for the follow!! Let us know how we can pray for you. We love you ,positive
Appreciate your recent Retweets USERNAME USERNAME USERNAME have a great Friday ,positive
Because I did not bring anything during the Magis Awards haha thank you Krish for you photos! haha  #Lipunan2026 URL,positive
It s been a good  good day. ,positive
USERNAME glad you liked it! May post another chapter there ,positive
USERNAME nope nef  thank you before ,positive
USERNAME USERNAME USERNAME USERNAME OMG  who is who?  see you on the 20th!,positive
USERNAME U must have  learned  at first things that you have mastered the art of now  unlearning . Brings your illiteracy down to 33.33 ,positive
Just to let you know a page DWA supports is having an auction. Feel free to take a look. ... URL,positive
Putting together a blog post about the Easter Egg hunt we re doing for our toddler this year! So excited  #mummyblogger #Easter #Eggcited,positive
#MMKDrive on screen ,positive
USERNAME hosting ,positive
USERNAME At least NA had some amazing splatfest as well Especially compared to some of the ones we had...,positive
hello po AsapTomorrow DAWNCHANG URL,positive
USERNAME Breakfast and writing = Starting your day right ,positive
Life is great ,positive
USERNAME Please read it  LOVE YOU VERY MUCH??  X19,positive
Before I start with the 30 days Teatox Challenge  (USERNAME Baskin Robbins in Rawang  Selangor) URL,positive
USERNAME no need for book 2. I m contented with Two Faced already ,positive
Was that a fit bit I spotted last night USERNAME but hands down my highlight of 2016 ,positive
who wouldnt love him?! Ib adoring shawn  (Vine by USERNAME) URL,positive
USERNAME Thanks so much for your support  Luis! ,positive
matthew hussey mah fav new youtuber his advice is the best ,positive
USERNAME That s because it doesn t boot up all the fixes for the bugs ,positive
 he hasnt recovered yet URL,negative
SORRY FOR BAD QUALITY... been using Movie Maker for these edits ,negative
USERNAME true  URL,negative
Rear ended at red light  need finance help  - URL #taxreturn #taxes #taxrefund #personalfinance #money #,negative
USERNAME same  URL,negative
I m so bored and no one wants to do anything ,negative
If anyone is taking Sir Roncal in Theo  can you help me sign up for orals? ,negative
Legit in almost every sentence I insert a swear  pls stop me it s disgusting ,negative
USERNAME my bad ,negative
 ugh. When will this end.,negative
USERNAME Really  really sad to read this news.   You will all be missed!!!,negative
#tb to the hamburg times USERNAME,negative
USERNAME whaat I never got a text  and new friends my ass! Haha this week I ll make it up to you!!,negative
Please dont replace me that easily ,negative
Forever wishing I was at Goodphil with y all   URL,negative
As in wala. :x ,negative
I am SO FRUSTRATED right now!!!! I m uploading my video for the 3RD TIME and its STILL going painfully slow. I don t know wtf is going on ,negative
i love when i see fans getting to meet 5sos. but i want to too  i want to hug all of them  especially calum,negative
USERNAME USERNAME I saw ,negative
USERNAME USERNAME YOU WIN I HAVE NO COMEBACK FOR THIS I AM READY FOR MY DEATH ,negative
USERNAME oh no ,negative
When could LGBTQ people live their lives free from constant fear of violence and discrimination from their own state? ,negative
USERNAME why are u shouting at me ,negative
USERNAME I wish! none of our friends could make it so I just said nvm,negative
OMG! You are hurting me  WHY Sis wami?  URL,negative
USERNAME /oh gott ,negative
Wow my high school friend passed away ,negative
#EndYulinFestival went through this tag and i m in tears. animals deserve all the love and respect in the world and this should stop. ,negative
USERNAME okay I guess you won t answer me ,negative
im so worried about this ,negative
USERNAME  it s changed so much,negative
USERNAME ALAN  ? ALWAYS. ? I m gryffindor ? URL,negative
USERNAME Don t forget Demon s Souls. Far too hard for me  URL,negative
My panthiya ship sank   URL,negative
I feel like shit ?,negative
I wanna be at the beach ,negative
Their friendship is so cute I love them all   URL,negative
I get pushed.  URL,negative
One of The Cutee s things in this world  ???  URL,negative
Brentford  USERNAME,negative
When you read a book  and then you need to alter the ending.... Stargirl is good that It s hard to recreate the ending... ,negative
Lmfao exactly   URL,negative
USERNAME why now is mama ,negative
USERNAME I cant come ,negative
So bloody cruel!! OMG  URL,negative
USERNAME ah tru  ive a plan to wear a really big coat and sneak you in x,negative
Sebastian Stan is so precious ,negative
Chery just scored but the remaining two got subbed off ,negative
USERNAME oppaa~ give me some food juseyoo ,negative
POST CONCERT DEPRESSION STARTS NOW  URL,negative
USERNAME me too ,negative
you met bobby  you met ikon.... SO LUCKY im cryjdkwldqysn �  meet them one day URL,negative
USERNAME the best two options are ones we can t have ,negative
It s been 5 months lola  i miss you ,negative
You know me when im Jealous !IM QUITE  NOW YOU KNOW -_-,negative
USERNAME when will we hear your new music?,negative
USERNAME  I deserve this I know but I only love a boy with all my heart ,negative
USERNAME bikin envy ,negative
We lost: at Kansas City  2003 Week 10  41-20 USERNAME #satisfied #DawgPound. ,negative
Like his cousin Faletau  Billy Vunipola could have played for #Wales ... if only. Only one team in this at the minute  #bbc6nations,negative
USERNAME i can Never go to sleep again once i wake up ,negative
USERNAME idk if they are gonna renovate or smtg ,negative
One way traffic so far... worrying  URL,negative
This is me now  #bodyfigureINSECURITIES URL,negative
oh no  i want ramen and ddeokbboki again ,negative
come take care of me  URL,negative
USERNAME Apparently there was only one accident with the Concorde  why were they grounded ,negative
USERNAME I feel you I m sorry  <33,negative
USERNAME i get pushed.  USERNAME,negative
I m in so much pain i want to die. I cried putting my shoes on today and i cant bend over the sink to wash my face. My back is so bad ,negative
What even happened? My cute babies barely interact anymore   URL,negative
USERNAME I can t wait  I have to go in 10 minutes ,negative
so NOT ready for this 10 hr shift ,negative
USERNAME it s been 6 months since I saw you ,negative
USERNAME SHES NOT THERE GJKNDFBM  ,negative
Everyone is on the #deliveroo hype but it doesn t deliver to my postcode ,negative
Wes too top  mesakke awakmu (with ody  Fian  and Adhitya  at Hookahouse Resto & Shisha) � URL,negative
ice cream?! but Skye  its midnight alr. do u jst want me to get toothache? ,negative
USERNAME USERNAME noo the Ukrainian jawn  we didn t get a pic,negative
USERNAME I tried to type yeeww but I ran out of characters ,negative
USERNAME sure but how i dont have access to neither of them ,negative
Ihop always sounds good ,negative
can t drive in Jessicar for a while since she s getting all fixed up after the accident ,negative
USERNAME that pisses me off. ,negative
No one ever does that for mee  URL,negative
You re hanging myself ,negative
 what are you thinking,negative
My jersey came today and i missed the delivery ,negative
USERNAME Nina Larissa Wolfslast finished her program with a leg injury but had to be helped off the ice afterward. ,negative
i want to meet and hug calum ,negative
Perhaps he can get it down to the  Two minute hate .?  URL,negative
USERNAME plz Jeff do it early ,negative
This thing  URL,negative
It s officially summer ,negative
USERNAME alternatively I�d be good with keeping the current president too. But we�re not allowed to have either. ,negative
USERNAME mani urishing ,negative
#Ftl imagine yuk? bete,negative
They grow up so fast  #prouddad URL,negative
i don t want to go to my grandma s please let me stay home ,negative
USERNAME jusporsanto ace  stapht it hahah jk lande,negative
my brothers out back hitting this hill climb he made and i have to get ready ,negative
USERNAME lmfao I m actually fuckin crazy ^^^ but unfortunately not   ,negative
Don t ,negative
USERNAME bby what r u doing? ,negative
I just love Adele so much ,negative
I need my bb ,negative
My GTR before the NFS trial ran out  URL,negative
USERNAME Die ganze Saison ist sowohl not delivered als auch significantly not as described ,negative
plus I m not in the mood to be online since my mom told me about the nasty hate USERNAME was getting because of the tattoo...  x,negative
USERNAME  love you,negative
Gotta wait another hour and a half to play our next game ,negative
bagus black hair  URL,negative
i wish  URL,negative
Shit. Now i want a peanut butter cookie ,negative
USERNAME they weren t all of them  I couldn t go any longer.,negative
he s so small i wanna put him in my pocket and protect him  URL,negative
Jungkook is sick of me  goodbye then~ URL,negative
USERNAME I m sorry If I ever did that ,negative
No Fulham!! 20 minutes to get a winner for the tip ,negative
rip Joey s opa   ?? USERNAME,negative
Why cant my sleeping pattern just be normal ,negative
my skin is seriously acting up! like i CEENTT ,negative
It s gonna be another rough day for me today. ,negative
USERNAME  why bad things happen to good people....,negative
USERNAME you missing out ,negative
USERNAME Darn I won t be able to make it ,negative
I want a cat  sigh,negative
USERNAME USERNAME chin ,negative
USERNAME sorry dad ,negative
USERNAME AHAHA why!! my mom dont let me stay out late after 5sos but i wanna go soon ,negative
When you have separation anxiety  imy! USERNAME URL,negative
People at work have been out sick as of late. I hope I didn t catch that same thing. ,negative
USERNAME Keep in mind that you reset the position of your ticket in  line  when you respond to it before us it takes longer then. ,negative
It s a grey day when Hola doesn t work anymore ,negative
Why are you so precious  URL,negative
USERNAME aww that sucks ,negative
I miss Ed ,negative
USERNAME no ide,negative
I am so sad! Whenever i look at my phone ,negative
USERNAME USERNAME thanks will keep an eye out!! Offer still going in USA just not here ,negative
I cracked my actual phone screen and I wanna cry ,negative
USERNAME  I know,negative
I wish I could...but I can t pull off long hair ,negative
USERNAME it s horrible ,negative
be strong ,negative
I miss USERNAME and USERNAME vining ,negative
USERNAME hahahahah I wouldn t go for next time lerr    9 people de I cannot ,negative
Suddenly starting to feel ill ,negative
USERNAME fuck you it wasn t even my fault ,negative
Amazon shopping is becoming addictive ,negative
cutest   URL,negative
Don�t Get Fooled Again! Stubhub�s Hidden Fees are Back� URL URL,negative
I warned you.  URL,negative
Sometimes > URL,negative
ive been working for an hour and a half but all ive gotten done is two biology questions ,negative
USERNAME I hope soo. I nearly cried ,negative
I want to do cool stuff with cool people ,negative
How am I supposed to study  home is not okay  library is not okay.... where am I supposed to study,negative
nobody likes sad people ,negative
USERNAME USERNAME yeah  that tiny bun in danger era ignited a flame in me but it was gone just as fast :^(,negative
get well lola  i miss you so much,negative
USERNAME OMG  I feel you. I woke up today feeling so much worse,negative
USERNAME I ll marry myself if possible ,negative
I need to meet you  USERNAME,negative
USERNAME cuz I love pork chop so badly : (,negative
USERNAME my tears just came out when yixing sang the first line in chinese ???? i miss luhan i miss ot12 ,negative
can t load wav files in flash and the library i am using i have no idea how to use !!  screenshot will be today when i fix the bug,negative
USERNAME USERNAME pretty sure Jilly is gone then ,negative
I wish I could be dead pool ,negative
USERNAME love your videos! Would you attempt 80s Comedown Machine? I ve only ever found one cover and it didn t have tabs ,negative
USERNAME : ( you stupid bin idiot. i was cheesying youu! sulks then flips table  sobs.,negative
USERNAME I looked up black girl icons and not one beautiful girl had a big nose/ I didn t even see one with a bigger nose ,negative
I ve been awake for 3 hours smh ,negative
USERNAME thank you hipstar!! Imy and our butterfly catching huhu let s hang soon pls ,negative
USERNAME USERNAME but i came to visit you guys tho ,negative
USERNAME lately  it seems the delusional outweigh the rational  scary very scary.,negative
KAH-WAII  gomamon my cutie baby URL,negative
What scares you? � being nothing in this world  URL,negative
USERNAME USERNAME don t you say that ,negative
I love randhir I love sanyukta I love #sandhir. USERNAME USERNAME want our Sandhir back soon..  #saddahaqS2,negative
why am i sso dumb ,negative
USERNAME USERNAME ithought it was all a go ,negative
USERNAME the kind that has been popular for the longest time ,negative
Ohh !! Bumrah seems to be a matter of worry for India ,negative
i just read fic and i saw a gif of harry in a pink polka dot shirt ,negative
USERNAME no I m not. you re the most! : (,negative
New to twitter. Don t understand how to join in And FREE trend ,negative
USERNAME we missed you... ,negative
USERNAME pretty woeful from the men in red so far ,negative
USERNAME aw my baby ,negative
I miss ot12 ,negative
im not that bad at all yknow if u be nice to me ,negative
Is amazing how one little forgotten piece of  business  can screw everything up so badly.  � feeling panicky,negative
Thand badh gayi madharchod  [ Waiting For SULTAN Poster ],negative
USERNAME greenhills ,negative
USERNAME  I hope you heal quickly,negative
USERNAME USERNAME USERNAME I could relate to this ,negative
what if s ,negative
whenever me and jack work on the same shift I m always put upstairs in the stock room until I finish  :L,negative
January 7  January 14  February 4. Why did you stop?  ?,negative
USERNAME yeah i read that too but i was hoping it wasn t true or would be different  i hope they don t get away with it again,negative
And just when I thought I evaded tanning  my mom said we re going to the beach ,negative
USERNAME USERNAME god help us all ,negative
Kinda annoying that my friends a re playing games i can t buy yet ,negative
Anong stat treatment nameen?  #sad,negative
sum1 cum get me ,negative
USERNAME i don t like cipit girl  aku emg bule ,negative
USERNAME No i made alot of progress when testing obs and then obs wasnt working for the second recording ,negative
I get so hurt when I finally decide to leave the house and the most  used line is  I ve seen somewhere   I m always at home ?,negative
USERNAME so did I anna I wanted to cry ,negative
Anxiety is updated. It has been awhile  I know ,negative
USERNAME interview!? Don t leave maccies ,negative
Miss You ,negative
Bruh why am I dying ,negative
Miss u daddy  USERNAME URL,negative
Damn Weezy   URL,negative
USERNAME ndee eonni! But why you havent following me yet ,negative
I hate waking up at 1 am ,negative
The Divison ,negative
What was I thinking haha I don t even use Twitter anymore nowadays.  URL,negative
SQFAV0RS: #Ftl imagine yuk? bete,negative
WHY DO THE FAKE FANS ALWAYS HAVE BETTER SEATS IN CONCERTS ,negative
actually really sad my little vacation is over ,negative
At Ponca state park  NE: zero USERNAME bars. My cell phone doesn t work. . My friend s att phone has full signal..,negative
USERNAME but not intentionally.. ,negative
USERNAME USERNAME I don t even have a life so... ,negative
i won t sleep alone  ? Some Type of Love by Charlie Puth � URL,negative
USERNAME Argh  times really against me today and your online grocery store is still offline...Might have to do this week s via USERNAME ,negative
i miss you agad  USERNAME,negative
USERNAME get ready ,negative
USERNAME SA in mumbai is beast dey scored 438 in oct 2015 n ,negative
USERNAME why are you always first with things I m still waiting on celebi box lol and we don t even got the plushies ,negative
Namma IT Wing innum nalla seiyalaam... Many schemes r going unhighlighted... ,negative
I need summer ,negative
OP2 Marshmallow Status please  -A Desperate UserUSERNAME,negative
I just stepped on someone s soggy ham n cheese sandwich ,negative
I want another one  URL,negative
We are out of waffles ,negative
she s so cute  URL,negative
USERNAME she s started saying dada already  little traitor,negative
USERNAME hmm they already did A LOT of signings here and they still didn t know how to do it right. ,negative
USERNAME I know  I hate that it s 2016 and animals are still treated like shit,negative
USERNAME  lowkey but I love black Girlss,negative
USERNAME march madness will do that man ,negative
I miss you  URL,negative
haven t eaten anything since like 7 last night ,negative
How was your break? Fun? I m so glad. I spent mine grading and filling out matrices for a hiring committee. Didn t even get to my writing ,negative
i want it  URL,negative
USERNAME By The Way Since When you Have become a Typical Dessi Khatoon That U Have Started To watch dramas ?Kind of Weird Really ,negative
My plan was to play until 1 am. But I end up chatting with this person. ,negative
I want the ?? emoji in my bio > USERNAME fix it,negative
Fully charged extra battery  left my cord in the car  #sxswfail,negative
When I m travelling by train I always forget my binocculars... and I always miss it  Ok  I ll try to guess the species!,negative
USERNAME HOW HOW DE CARABAO DE BATU TEN HAHA TELL ME HOW RIGHT NOW ,negative
USERNAME I hate my life ,negative
I wish Marley was human and my boyfriend cause I just love him so much n he loves me our bond cannot be broken   he so cute,negative
USERNAME oh no  weve had a lot of ppl doing vacations too. the floral manager will be gone next week n ill have to do a floral shift,negative
USERNAME I hope this helps  URL,negative
USERNAME yeah  it s more if I want it removed from my record... I ve been avoiding paying it. I have til the 29th though,negative
USERNAME I tried to play that game a couple of times. I never got very far  cause it was so terrible ,negative
Famouse Viners are dissapointing becuz they never notice you...and they probably never will   URL,negative
USERNAME Ay. Sorry  sorry! ,negative
Very interesting! Spring forward tonight     I hate  losing  an hour  I am already *not* a morning person  this... URL,negative
Julian didn t take me to mcdonalds  ?,negative
caught between getting all dressed up or staying in these joggers idkidk ,negative
My timeline is full of my friends and their cats and I feel really sad bc i miss dippy and mia so much ,negative
USERNAME me too tho  atleast he didn t dye his hair fire pink,negative
USERNAME Bullies are slow learners  this massive push back will probably have to happen multiple times. ,negative
USERNAME MIND TO FOLLOW ME?,negative
my hands are exhausted ,negative
USERNAME I was gonna be sagume with that th15 group but the skirt was giving me too much hell ,negative
Ninang  please take me to your home I a need job for temporary. ,negative
Gripe ,negative
USERNAME HAPPY BIRTHDAY QIS!!!! am i late sorry  hehe love u number 1 fan  MISS PLAYING WITH YOUU,negative
USERNAME but then she didn t know rin huhu how are you?  intense pare pcd na dis,negative
I m gonna be stuck wit this in my head all day ,negative
i want to lay in bed and cry but i have to go to the fucking batting cages with my aunt and that means i cant go to my friends house ,negative
this makes me cry  URL,negative
USERNAME protect him ,negative
i wanna watch Zootopia again ,negative
USERNAME USERNAME it looks like a lil pool  whatever it is looks fucking cool.,negative
#Ftl imagine yuk? bete,negative
Im hungry ,negative
I don t wanna stay home todayy ,negative
USERNAME TEMPTING but I don t know how that would be logistically possible when its on my laptop ,negative
Today I came to the sad but true realisation that my wife loves USERNAME more than she loves me  USERNAME URL,negative
USERNAME  ew I m not cute enough to site model icons,negative
USERNAME USERNAME USERNAME USERNAME  USERNAME USERNAME USERNAME USERNAME That s where he LOST me ,negative
How to enable disabled iPhone ,negative
USERNAME USERNAME is this is confirmed ? Like what about my all ,negative
USERNAME same  sad life,negative
I justt wanna sleep in ,negative
im watching Child Genius & i feel bad for the kids but mann does it makes me feel so dumb lol ,negative
Going to miss the people at work definitely... ,negative
USERNAME in Leeds ,negative
USERNAME Shay bring me food ,negative
USERNAME will love to Matt  but bit to far away ,negative
USERNAME starts now ,negative
USERNAME wow  your life must be so empty if that s all you care about ,negative
Girls think I m insulting them when I tell them about their makeup game but I m really trying to help you out like pls ,negative
Exhausted ,negative
USERNAME noo I ll miss you ,negative
USERNAME Terrible ,negative
When you don t mean to air someone but you don t know how to reply~ this chat has been unopened for 2 days now ,negative
I CAN T CALL USERNAME TODAY NOW I LL HAVE TO WAIT TILL NEXT YEAR ,negative
USERNAME USERNAME  That hurts.,negative
USERNAME pretty much in 2 big accas where everyone is winning ,negative
USERNAME noo  ... aparently its used for hookups,negative
cant seem to heal my dwellers when there s a situation please fix  #FalloutShelter,negative
When you lose a 99 days streak ,negative
OMG DONT YOU KNOW I MISS HIM SO BAD  MY PIZZA PLS MAKE BAYERN WIN  OK?We-really-need-three-points... URL,negative
There are too many close ups of Owen Farrell s face for my liking  come on Wales. Step up your game #iamwales,negative
USERNAME but you are baek percent more. I envy you ,negative
USERNAME oh my god ,negative
woke up and I m not a Bryant varsity cheerleader anymore ,negative
USERNAME USERNAME  we should of wtf,negative
USERNAME i wanted to see you in uruguay  so sad can?t go to argentina ,negative
#Ftl imagine yuk? bete,negative
I come out to visit my sister and she leaves me here for Little Falls when I wanted to go along! ,negative
I miss the old you. ,negative
want milktea so bad ,negative
GUYS YOU DID NOT EVEN READ MY BANNER  IM SAD USERNAME USERNAME USERNAME USERNAME URL,negative
USERNAME USERNAME 2 of the best. Don t agree with them. But I admit I voted for Bill. I just can t believe I m that old now ,negative
Scares ,negative
I m so stupid I creeped yesterday and then had a dream about it. He was kissing her forehead ,negative
USERNAME Hi Harry. How are you feeling? I miss you.  Anyways  take care & God bless as always and always smile throughout the day.,negative
USERNAME you should have I didn t realise no one was coming ,negative
Im a Two Faced Person.When we get together  Im HappyBut when im not with them  Im Dying,negative
USERNAME I don t know when I ll be back  haha but after !!!,negative
yeah because calum cried  URL,negative
The art gc is usually lit but then it gets so serious when we talk about how kq gets treated ,negative
but tbh she was so cute and funny and i want to go out with her again  this is why i don t do these things lmao,negative
5hr drive  Listening to new #askgaryvee book ,negative
I m so sad I can t be online so much atm ,negative
USERNAME i know :// now we can have a life afterschool but i mean ,negative
Dongyuk keeps on wrecking my bias list ,negative
SQFAV0RS: #Ftl imagine yuk? bete,negative
USERNAME  Nailed it. ,negative
I really missed this curves  URL,negative
USERNAME yeah ,negative
USERNAME per my earlier tweet� the postcode seems has changed but the country is still the same  Hence can�t use gift card I received,negative
USERNAME USERNAME USERNAME nope ,negative
USERNAME ya but the selection damn little ? ok I ll try for another month!! ,negative
USERNAME There s one on March 18 and another one on March 19. But naa y IR activity ig 19 ,negative
Wigan looking like this weeks coupon bursting pricks ,negative
USERNAME True ,negative
USERNAME How are you feeling? ,negative
#saturdaymorning is almost over  #coffee all gone...Time to catchup on my #treasurechest unlocks USERNAME,negative
i dont want to go to skool i wanna stay home!!!>,negative
Not about this work life ,negative
USERNAME i could pull off a DD from vs for awhile when i was an E but then i had to go to this weird place far away ,negative
USERNAME why bye-ing me??,negative
USERNAME Care for #mentalhealth  patients in A&E definitely needs improving. Lots of patients experienced hurtful staff attitudes ,negative
USERNAME already DMed the winners sorry ,negative
USERNAME dang  I wanted to go to antelope canyon or the Flag caves,negative
USERNAME oh  hope everything s going well!,negative
And she loves Hanumaan  URL,negative
USERNAME USERNAME just donot do that stop pls     youou are arr make mikeing me sad  just.    likr young leean,negative
USERNAME yes  much like other dictators ,negative
USERNAME why didn t u perform heartbreak girl ? ,negative
USERNAME Thanks  snuggled in today with him x,negative
USERNAME the poor little thing ,negative
puts  URL,negative
USERNAME Still bloody working ,negative
USERNAME I ve been tweeting about Destiny for weeks and you didn t mention you had it. ,negative
I don t want to get out of bed ,negative
Baby Oscar ,negative
USERNAME HE WANTS HIS SONG U MEANIE >,negative
Drama always makes people cry ,negative
Why do I always sound mean?  HAHA,negative
USERNAME i don t need him ,negative
I went your shirt and mug so bad  URL,negative
really missing my sisters ,negative
I m gonna get killed now boo ,negative
I want Justin to perform trust or all in it ,negative
USERNAME omg!!! More reasons to love you.. Btw i missed you. So much  tak prnh jumpa pun.,negative
I wanna be at disneyland right now ,negative
please  URL,negative
USERNAME i saw you lots of times ahwile ago and i wanted to say hi but i was shy ,negative
i miss the mornings where i could wake up and see clearly without contacts or glasses ,negative
USERNAME ah it s ok ^^ that song wasn t included on the ost  right?  URL,negative
not looking forward to Monday at all... : / : (,negative
I love harry so much ,negative
what should i do?  ,negative
USERNAME ohh noo poor Kenma ,negative
USERNAME you forgot Timor Leste for the ASEAN countries ,negative
I wish I took my clarinet home. ,negative
I miss  URL,negative
I want to sleep but reqs ,negative
USERNAME burning hot coffee for another passenger spilled on our colleague by attendant on Paris flight to Johannesburg this morning ,negative
Going through the GDC talks and there are a lot of canceled things  one in particular stood out - a talk from Fable Legends devs ,negative
IM NOT SHOWING UP TILL LATER IM GONNA GET SUCH A BAD SPOT ,negative
eeh ok greater windows to hit notes doesn t help much with lag on later song where there are a lot more notes. oh well ,negative
USERNAME (decent modern languages make enums restrictive. Otherwise - what is the flippin point? Enums should HELP not hinder  ),negative
USERNAME Ughh so beautiful. It s overcast here ,negative
USERNAME I did and you weren t there  but I will soon again ??,negative
USERNAME miss you ,negative
USERNAME I have had those dreams ,negative
OH NO THE ASIA TOUR IS OVER ,negative
USERNAME andri! sorry for just getting back at you. I lost all chats on my whatsapp bcs of the apple clouds in my phone is error ,negative
Can someone come watch Harry Potter with me ,negative
yes  I Am in mourning  URL,negative
USERNAME please notice me ,negative
USERNAME where s me >!!!!!!!!!!!!!!!!!!!,negative
USERNAME how to be u guise po ,negative
USERNAME Ice.  Hope you didn t break it!,negative
Retweet if you feel the same.  URL,negative
They tried to keep her I am glad but---,negative
I wanna go eat breakfast ,negative
Regrets hahahaha didn t take the chance  didn t even had the courage. so close yet so far ,negative
I hate falling asleep on my curls ,negative
USERNAME thank you Kersty! missed you being right after me! ,negative
USERNAME Such a waste.  ,negative
good morning my throat hurts ,negative
USERNAME u really trynna expose me smhh that s not true ,negative
USERNAME this s sad ,negative
USERNAME same ,negative
T.I in ZooLake bethuna ,negative
I need money asap  need a job,negative
USERNAME tried to setup but now its dead  even when charged...tried the resets ,negative
USERNAME tell me about it ,negative
USERNAME i wish he was coming to st. louis ,negative
USERNAME USERNAME not gonna be the same without you both  how s the job going Elaine??? X,negative
USERNAME we ll miss you ,negative
Help me #sister #shopping ,negative
#Ftl imagine yuk? bete,negative
also the two breakpoint card packs were shit. one holo garbodor that i already have and thats it  no luck lately with those,negative
I m going to miss USERNAME like I miss my child who s gone off to college. You know they re still part of your life but not the same way. ,negative
Evening !!- bkit ganun  USERNAME USERNAME USERNAME - I care about your feelings more than mine. URL,negative
USERNAME Good smartphone user y km ,negative
Gansito cookies are so goat I wish I had more ,negative
USERNAME I really wish I had tickets to go ,negative
USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME why are u not ok ,negative
USERNAME where u at baby I miss u ,negative
USERNAME I thought you d say that Camren is real  okno I LOVE YOU TOO ??,negative
USERNAME Why are you using a cane? What happened?? ,negative
Optimistic on the outside   pessimistic on the inside ,negative
USERNAME noo  I wish tho!,negative
i want something cheesy rn ,negative
USERNAME I wish i had that privilege  #sxsw,negative
Really nice beachfront modern house in Rockaway. Would be nicer if it could be chopped up into six apartments  URL,negative
Meh  too many penaties here #Wales  smarten up  #6Nations,negative
USERNAME i bought my paramore tickets few hours before the door opens soo yah!! Haha yas she s damn talented! But im waiting for Birdy ,negative
DID YOU SAW THIS ALREADY USERNAME  URL via USERNAME,negative
but grey/silver so common sia ,negative
USERNAME That s terrible ,negative
USERNAME HIS TUM  HIS SMILE ,negative
USERNAME FUNNY RIN NUNG GRADE 8 ,negative
Can t Believe I Broke My Phone ,negative
USERNAME i want joongki tho..  if only chanyeol was muslim and a soldier. HAHAHAHAHHAHA,negative
I forget to tweet  why? ,negative
i miss you guys already   USERNAME USERNAME USERNAME USERNAME USERNAME,negative
USERNAME dude ,negative
Damn so hungry ,negative
Getting my tooth pulled ,negative
may exam pa ,negative
USERNAME plus he s not really that competent ,negative
USERNAME USERNAME YEAH omg ugh i miss it already ,negative
USERNAME ugh no  well I m here til Tuesday so let s hang soon bae,negative
USERNAME I LOVE YOUU!!!  ><,negative
USERNAME not really  ?,negative
 not Joe  URL,negative
USERNAME Looks great but it missed the one thing I wanted to know the most about him :x how are his inputs this time ,negative
USERNAME my bad ,negative
i ended up with a recurring ear infection ,negative
I ve had these on repeat the past couple days  URL,negative
I need a high quality pic of this!Jinwoo is so charming  URL,negative
aah Twitter is so quiet <,negative
USERNAME so what?,negative
My mouth just watered   URL,negative
USERNAME I seriously believe some kind of residence/workhouse is next. And it will seem a better option ,negative
USERNAME  forgive me bawka ,negative
USERNAME HEY OMG YOU WENT?? OMG I DIDNT SEE YOU ,negative
I loved the Keith Jayne  Stig of the Dump  1981 children s serial from Thames. Why has that never come out on DVD ?,negative
USERNAME I had work last night & this morning  I ll be out tonight ?,negative
Some1 come to easton w me ,negative
when you can t show off your new panties to your boo cause you don t have one ,negative
USERNAME Oh no! Where we not able to get you a cheaper deal then what you re paying now Laura  ?^Clare,negative
Sore throat ,negative
 USERNAME:  USERNAME:  USERNAME: Phone got stolen  eyaa lol fly away. Got a new one did I ask you,negative
this is fcking beautiful.  USERNAME,negative
Real shit though. I m trying to blaze and my sister is asleep ,negative
USERNAME bobby ,negative
Why do they have to leave  URL,negative
If it s nice enough to run outside  it s nice enough to clean up the dog s winter mess in the backyard  #spring URL,negative
USERNAME oh no whys that?  like what made you think it s not the right thing?,negative
he lost everyone  his mom  his dad  and then his sister got shipped off to boarding school,negative
USERNAME They re giving away so many pens!  There will be a yellow card soon.,negative
USERNAME tonight was so insane it was amazing!!! omg i really wanna hug u guys ????come back soon and rock out again please ,negative
Seriously wanna go for a vacation  URL,negative
USERNAME sad times ,negative
i love jisoo she takes such good care of her members shes such an angel ,negative
aw major ,negative
USERNAME dun be sad. ,negative
#MediaSilentOnPalestine The priority of our media is to show vulgarity ,negative
Why jobs gotta have actual  school work  I gotta sit on a computer for a few hours then work my shift  my brains already fried from school,negative
USERNAME just gave you the follows even tho you don t follow me  enjoy!!!,negative
USERNAME  but i am happy love... this is just my artist name,negative
I don t want y all  I want oomf ,negative
